STATE,YEAR,RACE_TYPE,CONGRESSIONAL_DISTRICT,CANDIDATE_NAME,CANDIDATE_PARTY,VOTES
ALABAMA,1922,House,1,John McDuffie,Democratic,13900
ALABAMA,1922,House,2,John R. Tyson,Democratic,9255
ALABAMA,1922,House,3,Henry B. Steagall,Democratic,9141
ALABAMA,1922,House,4,Lamar Jeffers,Democratic,9976
ALABAMA,1922,House,5,William B. Bowling,Democratic,10411
ALABAMA,1922,House,6,William B. Oliver,Democratic,4864
ALABAMA,1922,House,7,Miles C. Allgood,Democratic,18597
ALABAMA,1922,House,8,Edward B. Almon,Democratic,12303
ALABAMA,1922,House,9,George Huddleston,Democratic,11300
ALABAMA,1922,House,10,William B. Bankhead,Democratic,13803
ARIZONA,1922,House,,Carl Hayden,Democratic,45121
ARIZONA,1922,House,,Emma M. Guild,Republican,14601
ARIZONA,1922,Senate,,Henry F. Ashurst,Democratic,39722
ARIZONA,1922,Senate,,James H. McClintock,Republican,21358
ARKANSAS,1922,House,1,William J. Driver,Democratic,2553
ARKANSAS,1922,House,2,William A. Oldfield,Democratic,4915
ARKANSAS,1922,House,3,John N. Tillman,Democratic,5327
ARKANSAS,1922,House,4,Otis Wingo,Democratic,7280
ARKANSAS,1922,House,5,Heartsill Ragon,Democratic,6191
ARKANSAS,1922,House,6,T. P. Sawyer,Democratic,3397
ARKANSAS,1922,House,7,Tilman B. Parks,Democratic,3269
CALIFORNIA,1922,House,1,Clarence F. Lea,Democratic,53129
CALIFORNIA,1922,House,2,John E. Raker,Democratic,32981
CALIFORNIA,1922,House,3,Charles F. Curry,Republican,71316
CALIFORNIA,1922,House,3,Marcus H. Steely,Socialist,6561
CALIFORNIA,1922,House,4,Julius Kahn,Republican,46527
CALIFORNIA,1922,House,4,Hugo Ernst,Socialist,9547
CALIFORNIA,1922,House,5,John I. Nolan,Republican,49414
CALIFORNIA,1922,House,6,James H. MacLafferty,Republican,50858
CALIFORNIA,1922,House,6,Hugh W. Brunk,Democratic,22711
CALIFORNIA,1922,House,6,Elvina S. Beals,Socialist,7616
CALIFORNIA,1922,House,7,Henry E. Barbour,Republican,67000
CALIFORNIA,1922,House,8,Arthur M. Free,Republican,57926
CALIFORNIA,1922,House,9,Walter F. Lineberger,Republican,66265
CALIFORNIA,1922,House,9,Charles H. Randall,Democratic-Prohibition,45794
CALIFORNIA,1922,House,10,Henry Z. Osborne,Republican,98739
CALIFORNIA,1922,House,11,Philip D. Swing,Republican,79039
CALIFORNIA,1922,House,11,George Bacon,Socialist,7406
CALIFORNIA,1922,Senate,,Hiram W. Johnson,Republican,564422
CALIFORNIA,1922,Senate,,William J. Pearson,Democratic,215748
CALIFORNIA,1922,Senate,,Upton Sinclair,Socialist,56982
CALIFORNIA,1922,Senate,,H. Clay Needham,Prohibition,70748
COLORADO,1922,House,1,William N. Vaile,Republican,32939
COLORADO,1922,House,1,Benjamin C. Hilliard,Democratic,25477
COLORADO,1922,House,1,Hattie K. Howard,Farmer-Labor,959
COLORADO,1922,House,2,C. B. Timberlake,Republican,43601
COLORADO,1922,House,2,Charles M. Worth,Democratic,32445
COLORADO,1922,House,3,Guy U. Hardy,Republican,43598
COLORADO,1922,House,3,Chester R. Hoyt,Democratic,39200
COLORADO,1922,House,4,Edward T. Taylor,Democratic,30331
COLORADO,1922,House,4,Merle D. Vincent,Republican,16879
CONNECTICUT,1922,House,1,E. Hart Fenn,Republican,40124
CONNECTICUT,1922,House,1,Joseph F. Dutton,Democratic,35003
CONNECTICUT,1922,House,1,Henry Vanderburgh,Socialist-Farmer-Labor,1714
CONNECTICUT,1922,House,2,Richard P. Freeman,Republican,31484
CONNECTICUT,1922,House,2,Raymond J. Jodoin,Democratic,24732
CONNECTICUT,1922,House,2,Albert Boardman,Socialist,664
CONNECTICUT,1922,House,3,John Q. Tilson,Republican,36247
CONNECTICUT,1922,House,3,Stephen Whitney,Democratic,31674
CONNECTICUT,1922,House,3,Williams,Socialist,1495
CONNECTICUT,1922,House,4,Schuyler Merritt,Republican,35274
